,0
genoptræn,7
genoptræning,57
genoptræningscent,4
genoptræningscenteri,3
genoptræningsforløb,3
genoptræningsprogram,5
genovervej,10
genr,3
genrejsning,2
gens,21
gensid,8
genskab,22
genskabt,15
gensmit,7
gensmitted,4
genst,6
genstand,49
genstart,8
gensterilis,2
genstrid,4
gensygdom,7
gensyn,9
genså,1
gent,1
gentag,96
gentagelseshyp,4
gentagelsesprocent,2
gentagn,95
gentagnegang,2
gentest,11
gentilstand,1
gentlem,2
gentleman,2
gentoft,85
gentog,19
gentænk,6
gentænkning,2
genudsend,1
genvalg,9
genvariant,1
genvej,5
genvind,16
genvund,1
genåbn,38
genåbned,2
genåbning,22
genåbningsplan,7
genåbningstrang,2
genåbninngenhar,3
genèv,2
geoffroy,5
geografi,63
geografilær,1
geografisk,24
geologisk,1
georg,96
georgetown,5
georgia,68
georgieva,1
georgina,4
georgio,2
ger,1
gerald,1
gerard,5
gerd,48
gerda,26
gerhard,3
geriatrisk,8
gerlev,1
germain,2
german,8
gern,1382
gernedrik,2
gerning,17
gerningsmand,116
gerningsmandenhar,1
gerningsmmænd,1
gerningsmænd,38
gerningsperiod,4
gerningsperson,1
gerningssted,32
gerningsstedetog,1
gerningstidspunk,3
gerningsvåbn,7
gerningsøjeblik,14
gersag,1
gert,30
gestapo,2
gestus,7
getaf,2
gettyimag,6
geun,1
geus,1
gevald,10
gevind,5
gevinst,39
gevinstved,1
gevær,20
geværløb,1
gezi,1
ggif,2
ghana,4
ghanesisk,1
ghani,5
ghanis,2
ghasemiyani,10
ghasemiyanipå,2
ghasemiyanis,2
ghasemiyanitil,2
ghb,1
ghebreyesus,9
ghetto,2
ghettoindsats,2
ghettoområd,1
ghita,11
ghost,2
ghouta,6
gi,3
giampaolo,1
giannina,1
giannopoulous,2
gib,2
gibbon,3
gibbonsi,1
giblin,18
gid,52
gidselredning,2
gidselsituation,2
gidselstagning,2
gidseltag,4
gidseltagning,5
gidsl,51
gieldsgaard,1
gielsgaard,2
gif,6
gifford,6
gift,320
giftbrod,1
gifted,20
giftga,2
giftgasangreb,4
giftkrog,1
giftlinj,11
giftmord,1
giftstof,8
gig,1
giga,1
gigabegiven,1
gigant,4
gigantisk,28
gigastor,3
gigi,5
gigt,8
gigtfeb,1
gigtforening,2
gigtlid,1
gigtmedicin,2
gigtmiddel,3
gigtpil,3
gigtpræparat,1
gigtsygdom,2
gik,1807
gikbegynd,2
gikd,2
gikfint,1
gikgod,2
gikhun,2
gikhurt,1
giki,4
gikik,2
giklynhurt,2
gikolivia,2
gikop,2
gilad,1
gild,5
gilda,27
gildenberg,1
gildhøj,14
gillard,6
gillelej,3
gilliam,1
gillian,7
gilmour,4
gimi,11
gimmick,3
gina,154
ging,3
ginnerup,5
ginsberg,3
ginsburg,2
ginés,2
giorgio,2
giorgio_gori,1
giovanni,9
gipsplad,2
giraf,5
girafart,1
girl,15
girltalk,1
giro,8
girondin,3
gisela,1
gislason,1
gislev,1
gisn,1
gisning,2
gisp,4
gisped,2
gistrup,1
git,196
gitr,2
giuliani,105
giulianis,18
giulio,1
giusep,12
giv,2984
givdithjertetilbag,1
givedirectly,10
giveforældr,1
givent,1
giverchristelpræstationsangst,1
giverforligsmand,1
giverhun,2
givesflask,1
givesin,1
givetrigshospitaletlov,1
givetvis,3
givhjertettilbag,1
givn,14
givor,2
givt,2
gjald,43
gjeding,35
gjensid,4
gjermund,1
gjern,4
gjersø,3
gjesing,20
gjord,959
gjordeforskel,2
gjordeopmærksom,1
gjort,1026
gjortkasp,2
gjørup,2
gl,4
glad,786
gladeligtmin,2
gladest,6
gladiatortøj,1
gladsax,60
glahn,2
glamourøs,3
glamsbjerg,1
glandon,6
glans,3
glansbilled,5
glarborg,2
glarkrog,12
glas,86
glasbehold,1
glasbord,1
glasbygning,1
glasdør,5
glasfacad,2
glasfiberskal,2
glasfjordenflød,2
glasgow,6
glaskugl,2
glasparti,2
glasrud,4
glasskab,1
glasskrank,2
glasskåle,2
glasskår,7
glasur,5
glasurklæd,2
glasvand,1
glasøj,1
glasøjn,2
glat,11
gled,8
gledfl,1
gleerup,1
glem,196
glemmebog,7
glemsel,1
glemsl,1
glemsom,5
glemt,148
glen,14
glenarthur,3
glid,11
glideban,5
glidetur,2
glim,7
glimr,5
glimt,40
glip,21
glob,8
global,41
globalnyt,2
globalt,7
globetrot,3
gloed,4
glohed,18
glor,2
glori,4
gloria,6
glorværd,3
glos,8
glostrup,34
glub,1
gluconat,1
glud,7
glut,3
glutenfri,2
glutenintoleran,1
glyphosat,2
glæd,599
glæded,20
glæders,1
glædesrus,1
glædestår,2
glød,14
gløg,2
glühwein,6
gm,2
gmb,1
gn,2
gnav,6
gnavegrønt,1
gnavemærk,1
gned,8
gnid,2
gnidning,1
gnist,17
gnom,2
go,160
goal,8
goalglobal,1
god,1771
godaft,1
godart,18
godarted,2
goddag,4
godeerfaring,1
godk,18
godkend,140
godkendelsesproces,2
godkendteund,1
godmod,2
godmorg,1
godnat,13
godnathistori,4
godnatsang,4
godoplev,2
gods,2
godsag,2
godsej,2
godsk,4
godt,3404
godtfreds,3
godtfrys,2
godtgør,6
godthav,1
godtkend,1
godtkollegialt,1
godtsom,2
goebel,2
gofundm,1
gog,6
gogov,1
goh,27
going,12
gokart,2
golabi,2
gold,11
goldblat,6
goldfarb,2
goldman,3
golf,6
golfban,3
golfmak,2
golfspil,2
golfstat,4
golfturnering,2
gollert,3
golman,51
golo,1
gomez,1
gommes,17
gonor,2
gonzalez,2
gonzález,2
good,2
goodby,3
goodmay,1
googl,47
googled,2
goos,2
gordisk,1
gordon,15
gorilla,9
gorillakostum,2
gorm,12
gorman,3
gorodok,1
gos,1
goska,6
gospelkor,2
gossip,2
got,5
gotfreds,19
gotfredseni,2
gothersgad,1
gotland,1
gottbrath,1
gottlieb,31
gouda,4
goul,33
gouri,8
gourmetrestaurant,2
gov,1
government,4
governorat,1
goycochea,2
gp,1
gps,2
gptpmt,1
grabar,2
grac,7
grad,632
gradbøj,1
graderved,2
gradhar,1
graduat,1
gradvis,16
gradvist,48
graf,15
graffiti,5
graffitimal,1
grafik,19
grafisk,34
grafitti,2
graham,2
gram,284
grammatisk,2
grammofon,1
grammy,3
gran,4
granat,26
granatangreb,2
granatbombardement,1
granatsplint,2
grancanaria,1
grand,57
grandkusin,4
grandprix,4
granit,2
granli,5
gransk,18
gransked,2
granskning,1
grant,4
granvoks,1
gras,2
grassiot,4
gratial,1
gratis,125
graugaard,4
graulund,10
graungaard,5
grav,51
gravearbejd,1
graved,6
gravemest,2
gravers,17
graversgaard,2
graves,4
gravetfor,1
gravetillad,1
gravgaard,7
gravid,467
graviddarum,2
gravidit,131
graviditet,97
graviditetfor,2
graviditetsbog,2
graviditetsdagbog,2
graviditetsforløb,2
graviditetshistori,1
graviditetshormon,1
graviditetskvalm,2
graviditetsrat,1
graviditetsscanning,1
graviditetstab,1
graviditetstest,40
graviditetsug,6
graviditetsundersøg,2
gravlev,1
gravst,6
gravsted,11
gravøl,3
grazioli,2
great,8
greb,107
gredstedbro,1
green,13
greenblat,1
greenson,1
greer,1
greg,10
gregers,31
gregory,1
greifswald,2
greig,27
greigfra,1
greis,16
grej,2
grel,5
grelt,5
gren,4
grenaa,3
grenad,2
grenov,1
grenå,7
gret,343
greta,14
gretch,4
gretegc,1
greth,69
grev,48
grevind,7
grey,1
greys,1
grib,146
gribskov,6
grid,2
grieg,6
griffenfeldsgad,1
griffith,2
gril,11
grillbestik,2
grilled,1
grim,26
grimaldi,1
grimas,6
grimhøjmosk,1
grimhøjmoske,9
grimhøjmoskeog,2
grimhøjvej,1
grimmest,2
grimt,32
grin,253
grinch,1
grind,1
grindsted,5
grined,21
grinsted,9
grint,10
grinværd,1
grip,4
gris,51
grisskal,2
grit,4
grith,9
gro,6
grobund,2
groel,2
groes,10
groet,1
groft,30
groggyud,1
gronkowski,1
gronya,1
gror,3
gros,2
grosbøl,6
grosu,1
grot,88
grotesk,42
groth,7
grottedyk,10
grottedykkerenivan,3
grotteformation,3
grottentag,3
grottesyg,5
grottesystem,7
grottesystemi,3
group,18
grov,137
grovest,1
grow,1
gru,2
grub,6
grubl,3
gruel,15
gruer,2
grufuld,6
grum,50
grumsed,2
grund,1473
grundareal,1
grundeelement,2
grundelement,2
grundenetil,5
grundessens,2
grundfo,3
grundforløb,12
grundforskningsfond,1
grundholdning,3
grundide,1
grundidé,2
grundkontingent,1
grundkun,2
grundkursus,1
grundkøbslåneordning,1
grundlag,113
grundlov,9
grundlovsdag,1
grundlovsforhør,57
grundlovsfæsted,1
grundlovssikr,2
grundlovsstrid,1
grundlovstal,1
grundlæg,100
grundlæggendeproblem,2
grundløn,10
grundløs,1
grundpil,2
grundskol,5
grundskoleelev,1
grundskyld,21
grundst,4
grundstemning,2
grundsten,4
grundstof,2
grundstyrk,4
grundtank,2
grundtv,3
grundvid,1
grundvilkår,4
grundværdi,2
grunt,2
gruopvæk,4
grup,629
gruppearbejd,2
gruppedat,3
gruppeformand,24
gruppeformandstitl,1
gruppeformænd,3
gruppekamp,2
gruppenæstformand,3
gruppeopdeling,1
gruppering,5
grupperneindsæt,2
gruppesammenhæng,31
gruppespil,3
gruppeterapi,8
gruppetto,1
grus,1
grusom,19
grusomhed,4
grusomt,7
grusvej,4
grut,1
gryd,1
grydelap,2
gryderet,3
grydesæt,2
gryned,1
grzesiowski,1
gráfico,2
grå,45
gråd,52
grådkvalt,7
grådlabil,1
grål,1
gråmel,1
gråsort,2
gråst,1
gråt,7
gråvejsdag,1
gråzon,6
græd,348
grædefærd,2
grædt,15
græk,4
grækenland,148
grækenlandbesøgertroel,1
græm,3
græmmed,3
græns,456
grænseagentur,4
grænsebeskyttelsesgrup,2
grænsebetjent,2
grænsebom,1
grænseby,1
grænsed,2
grænseegn,1
grænsefor,1
grænsegendarm,2
grænsehandelsvar,1
grænsehegn,12
grænsekontrol,32
grænsekontroli,4
grænseland,3
grænselandsby,2
grænseløs,5
grænsemilit,2
grænsemynd,1
grænsenfor,3
grænseområd,7
grænseovergang,8
grænseoverskrid,44
grænsepatrulj,2
grænsependl,1
grænsepoliti,8
grænsepolitik,2
grænsepost,3
grænserog,2
grænsevag,1
grænseværdi,2
grænseåbning,1
græs,13
græshop,2
græsk,53
græsplæn,7
græsrød,4
græsted,7
grød,7
grøft,9
grøn,183
grønbeck,3
grønborg,8
grøndlænd,2
grønholm,1
grønkjær,3
grønland,154
grønlandsk,23
grønlænd,41
grønnehav,4
grønning,2
grønomstilling,1
grønsag,1
grønskolling,1
grønsvær,3
grønt,51
grønthandel,1
grønthandl,2
grønthøstermetod,1
grøntsag,56
grünewald,10
grünfeld,3
gsg,78
gsk,2
gu,7
guadalajara,1
guaidó,2
guangxi,2
guantanamo,6
guard,3
guardian,70
guardianhar,1
guassora,1
guaya,2
guayaquil,9
gucht,1
gud,90
guddom,4
guddødem,2
guderup,4
gudestatus,4
gudfar,4
gudhjælpem,2
gudm,1
gudmands,8
gudmundsdottir,1
gudnitz,2
gudrun,3
gudskelov,8
gudstjenest,11
gueckedou,2
guerillakr,1
guevara,2
guf,9
gufsv,1
gug,4
guid,39
guided,5
guidelin,6
guido,2
guilioli,1
guillain,8
guillermo,2
guinea,97
guines,2
guinnes,2
guitar,16
guitarist,6
guitarspil,2
guizhou,1
gul,110
gulasch,2
guld,58
guldag,5
guldarmbånd,2
guldarmring,1
guldbech,2
guldberg,6
guldborg,2
guldborgssund,2
guldborgsund,29
guldbryllup,1
guldfest,1
guldfugl,3
guldgrub,1
guldhalsbånd,1
guldhalskædedir,1
guldkjol,2
guldklump,3
guldkorn,3
guldkæd,2
guldmedalj,8
guldmedaljevind,1
guldmin,1
guldring,3
guldsmed,2
guldsmyk,10
guldvind,4
gulerod,18
gulerodskostum,2
gulerodsstav,2
gulerodsstyk,4
gulerød,13
gulfstream,2
gulick,1
gulsot,8
gulstensbygning,2
gult,5
gulv,169
gulvbræd,1
gulvetvist,1
gulvlæg,1
gulvmop,2
gulvtæp,6
gulvvask,1
gum,1
gummi,4
gummiballon,1
gummiballonenmed,1
gummibelag,2
gummibåd,5
gummidrag,2
gummiged,4
gummihandsk,6
gummisko,3
gummistriml,1
gun,1
gunderman,1
gundsømagl,1
guneyyamac,1
gunhild,21
guni,2
gunilla,1
gunnar,2
gunnvor,1
gunst,2
guopeng,1
gupta,3
gurbaksh,6
gurdasani,3
gurli,30
guru,8
gust,1
gustafsson,12
gustav,92
gut,8
gutenberg,1
guvernør,73
guvernørvalg,1
guy,2
guyana,2
gwen,1
gyd,2
gyeongbuk,2
gyld,20
gyldal,6
gyldenbrand,3
gyldendal,13
gyldent,2
gyldn,9
gyllenborg,4
gylling,2
gymnasi,148
gymnasial,19
gymnasieelev,37
gymnasiefest,2
gymnasiefor,2
gymnasieklasseloft,5
gymnasiel,29
gymnasielær,26
gymnasieområd,4
gymnasiereform,7
gymnasieskol,6
gymnasietid,1
gymnasietur,1
gymnasieuddan,2
gymnasium,52
gymnast,8
gymnastik,26
gymnastikefterskol,2
gymnastikforening,2
gymnastikgrup,2
gymnastikhold,3
gymnastikhøjskol,1
gymnastikinstruktør,2
gymnastikopvisning,8
gymnastiksal,3
gymnastikseri,1
gymnastikspring,2
gymnastiktim,1
gymnastiktrin,2
gymnastikulyk,1
gynaecological,2
gyng,3
gynækolog,19
gynækologforbund,2
gynækologisk,9
gyrith,1
gys,2
gyserseri,2
gyst,2
gzvlmxim,1
gárat,2
gävle,1
gå,1963
gåb,1
gåd,9
gådefuld,1
gåel,1
gåen,1
gåend,12
gået,696
gågad,5
gåpåmod,8
går,2004
gård,1363
gårdej,5
gårdentiltrin,1
gårdliv,1
gårdsplads,2
gårdtur,2
gårik,1
gårn,2
gårramt,1
gårsdag,2
gås,1
gåsehud,1
gåtur,25
gåvogn,2
gæk,1
gæld,713
gælderallemu,2
gælderlæg,1
gældernogl,2
gældsat,2
gældskris,4
gældsproblem,2
gældssanering,2
gældsspiral,2
gældstynged,2
gæmelk,1
gæng,1
gængs,8
gær,1
gærd,7
gæringsproc,2
gærkris,1
gæst,138
gæsted,8
gæsteded,1
gæstelist,3
gæsteprofessor,2
gæstevær,2
gæstfri,1
gæt,30
gætted,10
gættekonkurrenc,4
gætteri,5
gætværk,2
gæv,3
göteborg,7
gødning,6
gødstrup,3
gødvad,4
gøgered,4
gøngehøvding,1
gør,4059
gørd,5
gøred,3
gørefor,1
gøremål,41
gørerest,2
gørfremtid,1
gørharun,1
gøril,9
gørond,2
gørop,1
gøtch,1
gøteborg,3
gøtstad,8
gøtterup,2
gøttrup,8
gøtzsch,45
gülüm,2
ha,7
haag,7
haahr,1
haaning,20
haaningsforløb,1
haarby,4
haard,2
haawa,6
habengut,2
haberski,27
habil,1
habitus,6
habitushus,4
habour,5
hacienda,15
hack,6
had,51
haddish,1
hadebrev,1
haded,16
hadedesit,2
hadefuld,8
hadelin,2
haderslev,64
hadi,3
hadil,1
hadsk,2
hadst,1
hadsund,8
hadzialic,1
hafida,28
haft,1316
haftd,1
haftnog,2
hag,38
hagan,1
hagel,3
hagerem,6
hagerup,16
hagl,15
hagled,3
haglgevær,10
haglskud,1
hagstrom,1
haha,14
hahaha,6
haid,1
hainan,2
hair,1
haiti,3
haj,3
hak,15
hakimi,3
hakkaku,1
hakked,3
hakuna,1
hal,130
halag,3
halalkød,1
halasz,27
hald,5
haldrup,2
haleb,2
haleben,3
halewood,2
haley,1
half,1
halgård,2
halim,1
halina,2
halkjær,28
hallelujah,3
hallengr,2
hallo,6
halloweenfest,4
hallucin,6
hallucination,5
halm,2
halmtorv,3
halmø,1
halogenspot,1
hals,145
halsafdeling,2
halsbetænd,5
halsbo,32
halsgreb,2
halshug,2
halshugged,2
halshugning,2
halshvirvelsøjl,2
halskirurgi,2
halsklud,2
halskov,1
halskæd,5
halskæde,2
halslæg,4
halsnæs,5
halssmert,1
halstørklæd,1
halt,22
halted,2
haltid,2
halv,285
halvakut,1
halvand,230
halvbror,38
halvbrødr,6
halvcirkel,2
halvdel,214
halvering,9
halversted,27
halvfems,2
halvfjerds,2
halvflad,1
halvfyld,3
halvgal,1
halvgammel,2
halvkold,2
halvkugl,5
halvkvalt,1
halvland,1
halvleg,12
halvmarathon,1
halvmaraton,6
halvmåned,2
halvmørk,6
halvnaivt,2
halvrund,1
halvsløj,1
halvsov,2
halvsøsk,17
halvt,287
halvtag,2
halvtid,5
halvtitid,1
halvtom,9
halvtos,4
halvtred,2
halvtreds,3
halvtår,3
halvvej,24
halvvoks,1
halvåb,2
halvår,10
halvø,25
hama,1
hamad,4
hamat,1
hamborg,6
hamburg,2
hamdullah,1
hamforsig,3
hamhjerneskad,2
hamhård,2
hami,1
hamid,7
hamilton,3
hamkritik,2
haml,16
hammarskjøld,1
hammel,41
hammelsvang,6
hammerked,1
hammerod,1
hammershøj,1
hammod,1
hammond,4
hamog,4
hamp,2
hampshir,65
hampstead,3
hampton,3
hamr,35
hamred,5
hamsterhjul,1
hamsterhjulsfamilieliv,2
hamstr,4
hamstred,1
hamza,1
hana,14
hanaf,1
hanaldr,1
hanangavspecifik,1
hanarbejd,2
hanblod,2
hancock,13
hancockik,1
hand,4
handel,29
handelsaftal,2
handelseksam,3
handelsforening,1
handelsgymnasi,3
handelsret,1
handelsskol,9
handelsvej,1
handelsøkonom,5
handicap,57
handicapformidling,2
handicaphjælp,7
handicapi,2
handicapområd,3
handicaporganisation,4
handicapped,23
handikap,3
handikapped,8
handl,757
handleanvisning,2
handled,153
handlefri,2
handlekraft,16
handlemennesk,2
handlemu,4
handlemåd,8
handleplan,14
handlerom,1
handlerum,1
handletvæsent,1
handling,149
handlingergør,1
handlingerne,1
handlingslam,3
handlingsplan,30
handlling,4
handsk,43
hanejede,2
hanendda,2
hanerklær,2
hanforhåbent,2
hanfrustr,2
hang,47
hangarskib,2
hangarskibsgrup,1
hangelar,2
hangift,3
hanglemt,1
hangå,1
hangår,2
hanhar,22
hanhavd,9
hanhavdelag,2
hani,8
hanik,4
hankom,5
hankylede,4
hankøn,4
hanlev,5
hanmød,3
hanna,35
hannemos,1
hanni,1
hannomin,1
hannåed,2
hanog,5
hanoi,2
hanop,2
hanoplev,2
hanoplys,1
hanov,10
hanoverbevist,1
hanp,1
hanpanda,2
hanpå,2
hanpåstår,2
hanrejst,16
hanringed,2
hansangstanfald,3
hansbegrav,2
hansbror,1
hansdød,1
hansen,4
hansenafgik,3
hansenhar,3
hansenpå,2
hansensort,2
hansenssidst,2
hansfremtid,1
hansgaml,1
hansin,1
hansk,1
hanskib,16
hansmobiltelefon,2
hansom,2
hansprøjted,1
hanssøn,2
hanstholm,2
hanstilil,2
hantog,2
hantuds,1
hanud,16
hanumiddelbart,1
hanvar,8
hanvari,1
hanved,2
hanvil,7
hanvred,1
hanændr,2
hap,20
happening,4
happines,1
happy,4
har,7
hara,5
haradgang,1
harald,5
haraldr,1
haram,5
haranja,1
haranklagemynd,2
harb,2
harbin,1
harbo,40
harboris,2
harboør,3
harbredts,2
harbrug,1
harbrugtså,2
harcel,8
hard,20
hardan,3
hardcor,10
harddisk,9
harderudov,3
hardisk,1
hardlei,2
hardom,2
hardræbtto,1
harenddagennem,2
harepilepsi,1
harerstat,2
harfem,2
harfir,2
harforklar,2
harforsøg,1
harfrem,1
harfulg,2
harfund,2
harfå,4
harfør,2
hargeisa,3
hargodkend,1
harhaft,1
harhan,4
harhun,5
harhunvalg,2
harhøst,1
hari,2
harik,3
harkatrin,3
harkjær,2
harkæmp,1
harlem,2
harley,1
harlin,2
harlængement,1
harm,16
harmag,1
harman,2
harmed,1
harmløs,10
harmobiltelefonmed,1
harmodtag,8
harmon,4
harmoni,5
harmonisk,6
harnog,1
harnu,2
haroftestdrej,1
harogså,1
harold,2
haropbyg,2
harpatienterstatning,1
harpet,2
harprøv,2
harpøth,1
harramt,1
harri,3
harris,11
harrison,18
harrogat,2
harry,18
harryd,1
harrysson,8
hars,1
harselv,1
harskrev,1
harskyldføl,2
harsløf,4
harspilletfor,3
harstor,1
harsøg,2
hart,3
hartaltmed,2
hartavleundervisning,1
hartietogdækketov,1
harting,1
hartlev,2
hartling,11
hartman,3
harto,1
hartr,1
hartrin,1
hartsdal,3
hartv,8
harudgiv,2
harudtag,1
harun,31
harvard,2
harvurd,1
harvær,2
has,26
hasan,16
hasard,8
hash,62
hashbod,1
hashem,1
hashhandel,1
hashhandl,1
hashim,1
hashmarked,1
hashmisbrug,8
hashom,1
hashsælg,2
hashtag,24
hashtrang,3
hasl,20
haslev,3
haslevej,1
hassan,52
hasselbalch,4
hasselblad,18
hasselgaard,1
hasseris,1
hassna,4
hast,86
hastebehandl,23
hastebehandling,39
hasteberam,2
hasted,8
hasteforespørgsel,3
hasteforhandling,3
hasteindkald,4
hasteindlag,3
hasteindlæg,1
hastelovforslag,1
hastelovgivning,1
hastemød,3
hasteoper,3
hastesag,4
hasteudrykning,1
hastighedsgræns,2
hastighedskontrol,1
hastrup,13
hat,40
hattemål,2
hatti,5
haubro,10
hauch,4
hauchrog,2
haug,11
haugaard,2
haugsted,6
haukeland,2
haulrich,14
haulrichtil,3
haunstrup,1
haus,24
hav,4801
havana,6
havbug,1
havd,8032
havde,1
havdearrang,1
havdebistiklign,1
havdebortførth,1
havdebrug,2
havdechrstina,2
havded,2
havdefl,2
havdefritidsjob,2
havdefryg,2
havdefå,1
havdegit,2
havdehan,7
havdeik,2
havdejan,2
havdeklar,2
havdekonstat,1
havdelag,2
havdemeld,2
havdemu,2
havdenem,1
havdeopklar,2
havdepersonal,3
havdeplanlag,1
havdestå,2
havdetina,1
havdevag,2
havdevalg,1
havdevær,2
havearbejd,2
havebord,4
havebryllup,2
havedam,16
haveeuforis,2
havefl,1
havefund,1
havegang,2
havegavn,1
havegiv,2
haveholdtd,2
havelåg,2
haveman,32
havemaskin,2
havenogl,1
haveog,1
haverslev,1
havesvært,2
havetru,2
havetrus,1
havkajak,8
havn,122
havndal,1
havnearbejd,36
havnebad,1
havnebassin,1
havneby,11
havnebyistanbul,2
havned,15
havnefoged,2
havnefront,2
havnekontor,1
havneområd,5
havneplad,1
havneprojek,1
havområd,16
havoverflad,3
havregryn,11
havregrød,5
havsnød,1
havvand,3
havvindmøllepark,2
hawaii,104
hawkey,3
hawking,30
hawley,27
hay,4
haya,2
hayes,4
hayn,1
hazard,1
hberedskab,1
hbo,1
hc,8
hcg,1
he,10
head,5
headhunt,2
heads,4
headspac,2
heal,27
healing,2
health,42
healthcar,16
hearing,2
heart,4
heartbreak,5
heath,1
heavy,2
hecksh,1
hector,13
hed,338
heddergloria,1
hedderkamiyah,1
hedderrafael,2
heddersimpson,1
heddini,2
hedebølg,6
hedegaard,17
hedegård,2
hedehus,2
hedensted,11
hedestiksrisiko,1
hedetur,6
hediy,8
hedkabak,1
hedt,4
hedvivian,2
hee,8
heffernan,1
hefn,2
heft,20
hegaard,1
hegelund,1
hegested,4
heggs,12
hegn,37
hegnværk,2
heick,7
heidal,2
heidi,116
heidiabildskov,1
heidis,8
heidrich,3
heig,2
height,1
heik,2
heilin,1
heimdalsgad,1
hein,1
heino,22
heinrich,2
heinz,2
heiselberg,1
heitman,25
hej,36
hejs,6
hejst,9
hek,2
heka,4
heks,1
heksebarn,1
heksebørn,2
heksedoktor,1
heksedreng,2
heksehyl,6
heksejag,3
hekseri,1
heksetro,1
hektar,7
hektik,1
hektisk,16
hel,3939
helbred,149
helbredsforhold,1
helbredskonsekvens,2
helbredsmæs,9
helbredsoplysning,4
helbredsproblem,3
helbredstest,2
helbredstilstand,6
helbredstjek,4
helbredsundersøg,2
helbredsønsk,2
helby,3
held,196
heldigvis,181
heldivis,1
heldrag,1
heldæk,3
helena,11
heletr,3
helg,14
helga,12
helgenskrin,2
helgstrand,2
helhedsorient,3
helhedsplan,1
helhjert,5
helikopt,102
helikopterens,2
helikopterneblev,1
helikopterpilot,6
helikopterskitur,1
helikoptertur,3
helingsproc,1
hella,2
hellebek,4
hellebæk,16
hellerup,32
helligdag,5
helligtrekong,6
hellum,4
helm,10
helmand,9
helmbæk,1
helmholtz,3
helmut,2
helmuth,6
help,7
helping,2
hels,1
helsebutik,4
helsedirektorat,1
helsehus,1
helsekostbutik,2
helsetilsyn,2
helsing,3
helsingborg,8
helsingør,97
helsinki,1
helskind,3
helst,194
helstud,1
helt,2913
heltedag,1
heltedyrk,1
heltefigur,1
heltegerning,1
heltemod,7
heltfra,2
helti,1
heltidsuddan,3
heltind,1
heltud,2
helturim,1
heltvelsigned,1
helved,63
helveg,4
hem,122
hemin,36
hemingway,2
hemmelighed,1
hemmelighedsfuld,3
hemmelighedskræmmeri,4
hemmings,2
hen,602
henad,4
henblik,43
hend,5334
hendealexis,1
hendei,4
hendekorrek,2
hendel,1
hendeog,2
hendeomkuld,1
hendereserv,2
henderson,31
hendesbarndomshjem,2
hendeseksmand,2
hendeselv,1
hendesfarmisbrug,2
hendesfingr,1
hendesforklaring,2
hendesgræns,2
hendeslang,1
hendesløbebuks,1
hendespension,2
hendesrygmarvsvæskei,1
hendesvild,2
hendetil,1
hendriks,9
hendrix,3
henend,2
henfør,1
hengiven,1
henhold,10
henholdsvis,104
henholdsvisd,1
henholdsvisod,2
henholdsvisrand,1
henholdsvist,2
henholdvis,4
henkast,1
henlag,2
henlig,1
hennafarv,1
henni,7
henning,96
hennings,1
henny,80
henov,58
henret,27
henretted,5
henriet,49
henrik,367
henriks,36
henriqu,1
henry,4
henryk,1
hens,52
hense,4
henseend,1
hensigtsmæs,19
henstil,4
henstilling,3
hensyn,193
hensynsfuld,2
hensynsløs,6
hensyntag,3
hensyntil,1
hensæt,2
hent,287
hented,43
hentedeham,1
henteti,1
hentetog,1
hentyd,2
hentyded,3
hentydning,5
hentz,2
hentze,2
hentzevarald,1
henv,45
henved,2
henvend,249
henvis,147
henvisning,67
henvist,82
hep,10
heparin,2
hepatitis,4
hepburn,5
hepped,2
heppekor,2
heraf,85
herald,6
herbal,1
herberg,13
herbo,2
hercul,18
herdorf,9
heredia,2
hereft,222
herefterselvfind,1
herfald,1
herfor,1
herfra,109
herfrasend,1
herft,2
herfølg,1
herh,3
herhar,4
herhjem,138
heri,2
heribland,74
herind,23
herjatil,2
herkan,3
herkomst,1
herkul,1
herlev,106
herluf,2
herlær,1
herman,31
hermans,11
hermed,8
hermetisk,2
hermin,1
hermoso,2
herned,20
herning,98
herningens,1
hero,5
herod,1
heroin,27
heroinordning,1
heroisk,1
herold,6
herom,3
herop,19
heroplev,1
herov,16
herp,8
herpå,5
herredøm,5
herregud,1
herregårdsbøf,1
herrehold,5
herrehåndbold,1
herrelandshold,2
herreliga,2
herresingl,4
herretøj,1
herring,48
hersad,2
hersek,1
hersk,20
hersked,3
herskeded,2
herskind,12
herskov,49
herskovi,1
hertel,1
hertil,63
