titles,sub_header,h2,content,author,tag,date,link,source
Læger og sygeplejersker skal huske 52.000 regler hver dag,Der er nok at holde styr på for sundhedspersonalet i Region Hovedstaden og Sjælland. De har i alt har 52.000 retningslinjer at overholde dagligt. ,Der skal renses ud i de mange retningslinjer Politikere har grebet lugejernet,"Sideløbende med stuegang og patientbehandling, skal læger og sygeplejersker på Sjælland hver dag huske på tusindvis af små og store retningslinjer. En ny rapport fra Dansk Selskab for Patientsikkerhed viser, at der alene i de to sjællandske regioner er 52.000 forskellige retningslinjer, som skal sikre patienternes sikkerhed og behandling. Det skriver MetroXpress. Et tal, som patientforeningen Danske Patienter kalder ""helt overdrevet højt"", og Lægeforeningen mener er urealistisk for personalet at forholde sig til. Danske Patienter og Lægeforeningen er enige om, at mange af retningslinjerne er til for en grund. Men bogen med regler trænger til en grundig oprydning: - Desværre er der alt for mange regler til at nogen nogensinde kan nå at læse dem alle. Derfor fungerer tænkningen med at skrive alt ned ikke, siger formand for Lægeforeningen, Mads Koch Hansen til DR København. I Region Hovedstaden arbejder formand for Sundhedsudvalget, Sophie Hæstorp Andersen (S), allerede på at barbere antallet af retningslinjer ned: - Vi har det klare mål at nedbringe antallet med flere tusinde, når vores nye IT-sundhedsplatform går i gang i 2016, siger Sophie Hæstorp Andersen til DR København. På Gentofte Hospital i Region Hovedstaden har man lokalt haft held med at reducere antallet af retningslinjer med 22 procent.    ",Line Rasmussen,København,2014-12-11T09:42:00+00:00,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/laeger-og-sygeplejersker-skal-huske-52000-regler-hver-dag,DR
#DRMinDecember Julelys er blevet tændt,,,,Lea Hovmand Jørgensen,,2014-12-07 00:00:00,https://www.dr.dk/nyheder/drmindecember-julelys-er-blevet-taendt,DR
'Du lyder ligesom Basim' - Se de bedste DR-bøffer fra 2014,,,,Carsten Thomsen,,2014-12-26 00:00:00,https://www.dr.dk/Nyheder/Events/2014/12/15125940.htm?focusId=4126564,DR
Kommuner klunser millioner fra samfundets svageste,"Dansk Røde Kors og Kirkens Korshær tænder advarselslamperne: Kommunale affaldsselskaber er i gang med at save den gren over, de frivillige humanitære organisationer sidder på.",Omsætter for op mod 300.000 om måneden Det kommunale genbrug vil brede sig,"- De andre er alt for dyre. Det er jo vanvittigt billigt herude. Sådan siger Kaj, der er en af op mod et halvt hundrede kunder, der denne formiddag har taget opstilling i køen - et kvarter før PlusButikken i Næstved åbner. Det er halvandet år siden, det fælleskommunale selskab AffaldPlus indviede den første kommunale genbrugsbutik øst for Storebælt. Her sælger de effekter, som ansatte på den nærliggende genbrugsplads har reddet op fra trailere og containere og sendt til gensalg i stedet for til forbrænding. Udvalget er stort. Det samme er omsætningen, der ifølge kommunikationschef Niels Damgaard svinger mellem 200.000 og 300.000 kroner hver måned.  Det kan de frivillige hjælpeorganisationer mærke. Flere af dem henter en stor del af indtjeningen via genbrugssalg og bruger pengene på social indsats blandt de udsatte.   Dansk Røde Kors mener, der er tale om unfair konkurrence. Hjælpeorganisationerne må trække på frivillige, ulønnede hjælpere, når der skal samles ind og fyldes op i genbrugsbutikkerne. Affaldsselskaberne får grundstoffet leveret lige til døren af borgerne, og der er fastansatte og fleksjobbere til at sortere og sælge videre. - Vi har jo ikke en chance for at konkurrere mod de kommunale kasser, siger Tina Donnerborg, der er leder af Dansk Røde Kors´ genbrugssalg. Affaldsselskabers paraplyorganisation, Dansk Affaldsforening, mener, at de kommunale og humanitære genbrugsbutikker godt kan eksistere side om side på markedet. Og direktør Jacob Hartvig Simonsen forudser, at det kommunale genbrug vil brede sig: - De signaler, der kommer både nationalt og internationalt, går i retning af mere ”cirkulær økonomi”. Altså at give affaldet en chance mere. At dét, nogen smider ud, kan andre bruge, siger han.",Kristina Herlev Wulff,Sjælland,2014-12-18T05:43:00+00:00,https://www.dr.dk/nyheder/regionale/sjaelland/kommuner-klunser-millioner-fra-samfundets-svageste,DR
Trusler og vold på hospitalet skal forebygges,"Undervisning i konflikthåndtering skal forhindre, at patienter og pårørende truer eller slår hospitalsansatte.",Verbale trusler sker ofte Kommunikation er vigtig,"Vold og verbale trusler mod hospitalsansatte er et stort problem. Nu skal undervisning i konflikthåndtering og kommunikation forebygge at det sker. Blandt andet akutmodtagelserne i Herning og Viborg skal i gang med at undervise personalet  med økonomisk støtte fra Forebyggelsesfonden. - Der er sygeplejersker, der har fået lussinger og slag, fortæller afdelingssygeplejerske Peter Hansen Jakobsen fra Akutmodtagelsen i Herning. Fysisk vold sker heldigvis sjældent. Til gengæld er verbale trusler fra patienter og pårørende hyppige. - Det er udsagn som ""Vi ved hvor du bor"" eller ""Jeg kommer efter dig"". Mange gange kan man slå det hen. Omvendt er det noget, der sætter sig, for kan jeg være sikker på, at patienten ikke mener det, siger afdelingssygeplejerske Peter Hansen Jakobsen. Sygehuspersonalet får i grunduddannelsen redskaber til at håndtere voldelige patienter. Med støtten fra Forebyggelsesfonen kan hospitalerne nu sætte ekstra ind på at forebygge at det sker. - Kommunikation bliver et af de steder, vi skal sætte ind. Vi vil gøre personalet opmærksomme på at spotte, hvornår en situation kan udvikle sig til en trussel, siger Peter Hansen Jakobsen. Forebyggelsesfondens nye voldspakke hedder ""Få styr på volden"". Det er en drejebog, der giver hospitalsansatte råd og vejledning til at undgå at voldelige episoder opstår. Forebyggelsesfonden har for nylig givet tilsagn om 47 voldspakker til landets hospitaler til et samlet beløb på 11.870.190 kroner.",Mette Skov-Jensen,Midt- og Vestjylland,2014-12-18T09:55:00+00:00,https://www.dr.dk/nyheder/regionale/midtvest/trusler-og-vold-paa-hospitalet-skal-forebygges,DR
P4 Til Døren i Odense: Rasmus Walter fyrede op under kirurgisk afdeling,,,,Carsten Thomsen,,2014-12-09 00:00:00,https://www.dr.dk/Nyheder/Events/Live/2014/12/09143603.htm?focusId=3544046,DR
BILLEDER 1960 siger ja til hinanden til gigantisk bryllup,,,,Carsten Thomsen,,2014-12-01 00:00:00,https://www.dr.dk/nyheder/billedserier/2014/12/01092423.htm?focusId=3992404,DR
Her er kulturministerens public service-udvalg,"Kulturminister Marianne Jelved (R) har udnævnt fhv. EU-kommissær Connie Hedegaard som formand for public service udvalget, der skal kigge på fremtidens rolle for landets public service medier.",Hedegaard: lettere at stille spørgsmålene,"Det bliver den tidligere EU-kommisær Connie Hedegaard, som skal være formand for public Service-udvalget, som de næste to år skal se på, hvordan fremtidens public service-tilbud forme sig. Det skriver kulturministeriet i en pressemeddelelse. - Jeg er glad for, at Connie Hedegaard gerne vil lede public service-udvalgets arbejde. Hun er et vidende og indsigtsfuldt menneske med globalt udsyn. Hun kender medieverden indefra og har ved flere lejligheder vist, at hun formår at bringe folk sammen om skabe en udvikling. Som formand for public service-udvalget skal hun sammen med udvalgets medlemmer give input til, hvordan vi skaber et stærkt public service-tilbud i en mediefremtid, hvor borgerne ikke samles foran tv-skærmen men foran hver sin skærm, skriver kulturministeren i pressemeddelelesen. Connie Hedegaard glæder sig over sin nye rolle, men er klar over det bliver en udfordring. - Ofte bruger vi public service-begrebet, som om vi er enige om, hvad det betyder. Men ER vi det? Hvad er, og hvad skal public service være i den moderne medievirkelighed? Hvordan kan public service bedst bidrage til den demokratiske debat og til vores fælles referenceramme? Det er helt klart lettere at stille spørgsmålene end at komme med svarene, skriver hun pressemeddelelsen fra Kulturministeriet. Udvalget starter sit arbejde i 2015. og det forventes at deres arbejde er afsluttet den 1. januar 2017.",Gregers Lohse,,2014-12-16T10:54:00+00:00,https://www.dr.dk/nyheder/kultur/medier/her-er-kulturministerens-public-service-udvalg,DR
Sygeplejerskestuderende speeddater sig i job,Arbejdsgiverne tager nu datingmetoder i brug for at få fat i de sygeplejerskestuderende.,Ti minutter kan åbne nye øjne Mangel på Sygeplejersker,"Der er så stor rift om de sygeplejeskerstuderende, at deres kommende arbejdsgivere nu har inviteret dem til speeddating. 74 sygeplejerskestuderende og en række arbejdsgivere skal til stævnemøde, når  sygeplejerskeuddannelsen på UC Syddanmark holder speeddating. På ti minutter skal blandt andre arbejdsgivere i psykiatrien og på hospicer overbevise de plejende hænder om, at deres afdeling er den rette. - Man kan godt nå at få et indblik i, hvilke opgaver og hvilke typer patienter der er på de forskellige afdelinger, siger Lisbeth Sørensen. Hun er studievejleder og lektor på sygeplejerskeuddannelsen ved UC Syddanmark. - Der skal ikke mere end ti minutter til at åbne op for at overbevise de studerende, siger Lisbeth Sørensen til DR Syd. For på ti minutter kan de studerende nå at få et indblik i, hvad man for eksempel laver i psykiatrien. Herudover kan de studerende spørge ind til, hvilke mennesker og hvilke opgaver man kan møde der. Lisbeth Sørensen håber, at det kan åbne de studerendes øjne for noget nyt.  - Måske er der en afdeling, der egentligt er meget mere spændende, end de studerende havde forestillet sig, siger Lisbeth Sørensen. I Syddanmark er arbejdsløsheden for sygeplejersker nede på en procent. Og ifølge Kredsformand for Dansk Sygeplejeråd i Syddanmark er det de studerende, der er den attraktive part, når de mødes til speeddating med arbejdsgivere fra det sydjyske sundhedsvæsen. - De kommende sygeplejersker står i en gunstig situation. Der er bud efter dem både i regionen, i kommunerne, i staten og i det private erhvervsliv, siger John Christiansen.",Gitte Gripping / Andreas Foldberg,Syd- og Sønderjylland,2014-12-02T07:55:00+00:00,https://www.dr.dk/nyheder/regionale/syd/sygeplejerskestuderende-speeddater-sig-i-job,DR
Libanons hær fanger IS-leders kone og søn,Libanesiske sikkerhedsstyrker har tilbageholdt IS-leders kone og søn ved den syriske grænse.,,"Libanesiske sikkerhedsstyrker har fanget og tilbageholdt konen og sønnen til lederen fra terrorbevægelsen Islamisk stat, da de forsøgte at krydse grænsen fra Syrien til Libanon. Det er sket inden for de seneste par dage, men først offentliggjort nu af libanesiske embedsmænd, der afviser at oplyse kvindens navn eller nationalitet. Hun bliver beskrevet som én af terrorlederen Al-Baghdadis koner. Kvinden har efter sigende rejst med et falsk pas sammen med en af sine sønner. De libanesiske sikkerhedsstyrker har de seneste måneder slået ned på IS-sympatisører i Libanon og efterretningstjenesten har været ekstra opmærksom ved grænsekrydsningerne. De har anholdt flere militante islamister for at planlægge angreb for at udvide Islamisk stats indflydelse i landet, der grænser op til Syrien.",Felix Østergaard,Udland,2014-12-02T09:02:00+00:00,https://www.dr.dk/nyheder/udland/libanons-haer-fanger-leders-kone-og-soen,DR
BILLEDER Ugens bedste nyhedsbilleder,,,,Anna Nyvang Poulsen og Christina Cecilie Reymann,,2014-12-20 00:00:00,https://www.dr.dk/Nyheder/Billedserier/2014/12/20141623.htm?focusId=3463480,DR
Ebola koster to læger livet på én dag i Sierra Leone,Knap 350 personer i sundhedssektoren er nu døde af ebola. Sierra Leone betaler 30.000 kroner til de efterladte.,Rammer sundhedspersonale hårdt Over 6.000 døde,"To læger er fredag døde af ebola i det vestafrikanske land Sierra Leone, hvor den dødelige virus hærger. Det oplyser sygehuskilder til nyhedsbureauet Reuters. Men det er uvist, hvordan de to mandlige læger blev smittet, fordi de ikke arbejdede på en klinik, der behandler ofre for ebola. Det er langt fra første gang, at det vestafrikanske land mister læger og sygeplejersker i kampen mod ebola. Alene i Sierra Leone er 10 læger døde, og i alt har 106 personer inden for sundhedsvæsnet mistet livet i landet. Sierra Leone, Guinea og Liberia er centrum for udbruddet, og fredag sagde Sierra Leones præsident, Ernest Bai Koroma, at sundhedspersonale, der kæmper for at nedbringe ebola, er landets ""største patrioter"". Regeringen har samtidig lovet at betale pårørende til læger, sygeplejersker og andet sundhedspersonale, der mister livet på grund af ebola, et beløb på 5000 dollar svarende til cirka 30.000 kroner. I alt har 350 personer, der arbejder med at bekæmpe den dødbringende virus, mistet livet på verdensplan. Antallet af smittede er nu på 17.000 personer ifølge Verdenssundhedsorganisationen, WHO, og langt de fleste tilfælde er i Guinea, Sierra Leone og Liberia. Antallet af dødsofre er på 6200 personer ifølge de seneste tal fra WHO. Et af de lande, der er trådt til i kampen mod ebola, er Cuba, der har sendt omkring 250 læger og sygeplejersker til de tre vestafrikanske lande. I alt har Cuba lovet at sende 700 læger og sygeplejersker af sted. En 43-årige cubansk læge er samtidig den første, der har modtaget behandling for ebola i Schweiz efter at være blevet smittet i Sierra Leone. Han er nu så meget i bedring, at han snart vil blive udskrevet, oplyser det cubanske sundhedsministerium fredag. /ritzau/Reuters",,Udland,2014-12-06T05:43:30+00:00,https://www.dr.dk/nyheder/udland/ebola-koster-laeger-livet-paa-en-dag-i-sierra-leone,DR
